First_Flr_SF,Second_Flr_SF,Year_Built,Exter_Qual,Total_Bsmt_SF,Lot_Area,Garage_Area,Kitchen_Qual,Fireplaces,Year_Remod_Add,Sale_Condition_Normal,Longitude,Full_Bath,Bsmt_Qual,Latitude,Bsmt_Exposure,TotRms_AbvGrd,Half_Bath,Heating_QC,Garage_Finish,Garage_Cond,Wood_Deck_SF,Open_Porch_SF,Bsmt_Full_Bath,House_Style_One_Story,Sale_Type_New,Bedroom_AbvGr,Garage_Qual,Kitchen_AbvGr,Overall_Cond,Central_Air_Y
0.09694795243358385,-0.04239394346636345,-0.03233136606180778,-0.03974042400803228,0.0038216387282136565,0.11437316831672888,0.010624474035921594,-0.031051051884142,0.070016887992997,-0.01081046129979768,0.027526798569242603,-0.03170523797962801,-0.016890780138965056,-0.019235193647591586,0.02043870946656625,0.06977271070083589,0.004559963547289953,-0.005188734000421391,0.0036175285715580683,0.007151511489819313,0.005801993615168612,-0.005260196381832429,0.004160637448508169,0.016482217618213325,-0.006655064761125686,-0.008275840433852863,-0.004638060038778349,-0.0004718546611911734,0.002236745528243773,-0.016131413404007162,0.0023732396851846717
-0.05321311787128025,-0.05609341745137954,-0.05551320931418331,-0.04638823459648847,-0.018560086080988185,0.013705656318779801,-0.01093924196927219,-0.022884133303705312,-0.03447540785644037,-0.01715905663601461,0.031773567067893964,-0.042268454377225456,-0.022649579879362135,-0.015418400001435658,0.008472903223625395,-0.008104524360132927,-0.019865047460370988,-0.008408918012682988,-0.010015271680895239,-0.014890191375334325,0.005611218208468926,-0.008553802969718163,-0.00640196772777017,-0.02074931093598934,-0.019585714421881447,-0.007774731922472711,-0.005823681645997567,-0.0003167447647865629,0.0018613967156488798,0.01176477112538123,0.004368398559126945
0.04904304313228522,-0.05438125727051101,-0.04604522427076518,-0.030763864848413505,0.03242612101385021,0.04554339483980129,-0.023378856682577408,0.02200489504772122,-0.03221118045089497,-0.011113463399453849,0.0272980915457083,-0.025633061501073938,-0.016345389210309803,-0.010735842371268518,0.021571979416455632,-0.008199712575697049,0.003933256199597963,0.009352190378176601,-0.007652763986197897,-0.010748618490088119,0.005020217025448801,0.02234346346735947,-0.0023135015530715464,-0.011460791636327485,-0.009771278407552018,-0.008415387699460552,-0.000938949400697311,-0.0005046791684799245,0.0023877168935723604,0.014288617424790572,0.0008446254395676078
0.18905531341506504,-0.04449893445531416,-0.04946325326574879,0.039597241429296444,0.07719788366954276,0.027329535034714355,-0.004592679283687176,0.05893112616759481,0.06876676394604146,-0.011797974354963117,0.014113824152063898,-0.005837870884668632,0.011229869129238068,-0.023264335108415253,0.0056245197704379276,-0.013738671560822695,0.009140901745595328,0.00845774677276495,0.003943143721153319,0.012036260758195567,0.0034343476691719842,-2.8277641386011966e-05,-0.010371971361582837,0.02184138419347619,-0.007419886775624036,-0.008635950791358482,-0.005183011867720779,-0.0005371330241177929,0.0018265507723845076,-0.012773963646013726,0.0003236778648715699
-0.034819068546544256,0.03646250976368947,0.03829701929372959,-0.025703636115531482,-0.008960276291591072,0.02589816355046423,-0.002315508362989931,-0.013111288293002872,0.015882437355904812,0.016188810738228768,0.010378909950959496,0.02656815789027405,0.022192973263117893,0.0028402348799454556,-0.010581777019601758,-0.005667671313658502,0.0004396788576741528,0.00815111798300677,0.001475920015018346,0.004506531756151162,0.005366275535106979,-0.0011639592843539503,-0.0032690836801839394,-0.012697459811115551,0.010133134061361489,-0.006802969746659073,-0.0013287324498742236,-0.0005736607217659184,0.002294454709171987,-0.010894282360441139,0.0026015663129874155
-0.040348496467145195,0.01656440586845292,0.04427990143581837,-0.028183678376208263,-0.007982096552125314,0.009790327152131795,-0.008867359396572284,0.010002941794218713,0.010686506188159228,0.01616371237892963,0.010612505323460936,0.02326237946612707,0.023847714069743235,-0.010324166539758152,-0.0033973476093547106,-0.0043323560878525316,0.0040285222076192895,0.0072225117716970995,0.00255751708607022,0.005273104258285457,0.004352351110173913,0.019370257113482694,-0.0033797321454312624,-0.013330057995335664,0.01092094099807582,-0.006868709137725091,-0.0010421204989143006,-0.000409734111144644,0.002084546527585189,0.013044719321223966,0.0012951642307234578
0.04271225963682127,-0.05671686349490756,0.08084345366204616,0.027903173251761473,0.02295449617651684,-0.03032145367537851,-0.008941812747743826,0.016915343791297346,-0.023744527984999878,0.018903127719190706,0.007194800663810384,0.02439155234619193,0.013757331546621572,0.011793781624346593,0.0005392108547948737,0.0034315257866455793,-0.0037624942779075354,-0.008824485676450422,0.0061834689804618394,0.011520156847964244,0.003117739638655621,-0.003719034108917185,-0.010491202730054282,0.028814777787538333,-0.007013428499385554,-0.010672043689410202,0.004624607932546496,-0.0001675853636697866,0.0017091302280459785,-0.009416738294057724,0.002431915642664535
0.028664491778979482,-0.05818464015620066,0.06440646164911414,0.026584062178535532,0.019654013428071267,-0.038564050676927766,-0.00858623590107527,0.016013767365566308,-0.02565283602232398,0.0008813207123239408,0.007141989173269394,0.024578560091076725,0.01274796423402222,0.01206759585389591,-0.0074085517874618746,-0.006504202742289636,-0.013941019981939463,-0.00800045197665895,0.005478484611448948,0.0058708348799791565,0.0029549584364212934,-0.004411318048405519,0.01042464784162803,-0.022694376901959003,-0.008660782237193416,-0.00997491623425958,-0.00011595288586249808,-0.0003522495342986076,0.001942453651845426,-0.010000075796224337,0.0025320471040504344
0.09747434255265489,-0.052655028550766474,0.06251516031160463,0.057724212032499056,0.0627807497275785,-0.02973602396678416,-0.00266040943470216,0.02613616338315296,0.025092297592236718,0.0011793047818582636,0.009015508885831879,0.019135227481849596,0.01228308138623106,0.01087517820508765,-0.006209201091141949,-0.009868214984635415,-0.013946855155772937,-0.008073809601337417,0.00548186841896495,0.008110880191870819,0.0031088120139247622,0.004931694709653129,0.012793131500829986,0.03570163230881008,-0.00648912992134683,-0.010827062840689905,0.003120846887013613,-0.0005277985013890429,0.0017654506642429623,-0.010062679675465916,0.0021047505948445177
-0.025667587043103596,0.03968498798359406,0.040119820132979385,-0.025402641802675135,-0.0024012022974875436,-0.0012355874808145017,-0.016297287515026255,0.01140129281488953,0.008702024519990345,0.015134188930437631,0.009703233052023278,0.025672459768913997,0.024047767853735424,-0.011804899360216723,-0.00923130311779687,-0.005548018666959251,0.004844340667041251,0.007494594291247267,0.002378649341771961,0.004369877691233342,0.004019678861877765,-0.006270356102641017,-0.0003327852466100012,-0.01549034727056096,0.0069002310471660165,-0.007501033787839333,-0.0010674366661078238,-0.0006669416978729714,0.00226684009496239,-0.011682658840484236,0.0031169226938072823
